122P (j=3/2),454.1935742,660.0543800
121D (j=5/2),454.1924313,660.0560409
121D (j=3/2),454.1924266,660.0560476
123S (j=1/2),454.1922091,660.0563638
123P (j=1/2),454.1910148,660.0580994
123P (j=3/2),454.1910050,660.0581136
122D (j=5/2),454.1898896,660.0597346
122D (j=3/2),454.1898850,660.0597413
124S (j=1/2),454.1896735,660.0600487
124P (j=1/2),454.1885082,660.0617421
124P (j=3/2),454.1884986,660.0617561
123D (j=5/2),454.1874098,660.0633384
123D (j=3/2),454.1874052,660.0633451
125S (j=1/2),454.1871996,660.0636439
125P (j=1/2),454.1860624,660.0652966
125P (j=3/2),454.1860530,660.0653102
124D (j=5/2),454.1849900,660.0668552
124D (j=3/2),454.1849854,660.0668618
126S (j=1/2),454.1847855,660.0671524
126P (j=1/2),454.1836755,660.0687655
126P (j=3/2),454.1836662,660.0687790
125D (j=5/2),454.1826281,660.0702877
125D (j=3/2),454.1826235,660.0702943
127S (j=1/2),454.1824291,660.0705769
127P (j=1/2),454.1813455,660.0721518
127P (j=3/2),454.1813364,660.0721649
126D (j=5/2),454.1803224,660.0736386
126D (j=3/2),454.1803179,660.0736452
128S (j=1/2),454.1801288,660.0739201
128P (j=1/2),454.1790706,660.0754579
128P (j=3/2),454.1790617,660.0754708
127D (j=5/2),454.1780711,660.0769105
127D (j=3/2),454.1780666,660.0769171
129S (j=1/2),454.1778826,660.0771844
129P (j=1/2),454.1768492,660.0786864
129P (j=3/2),454.1768404,660.0786991
128D (j=5/2),454.1758725,660.0801059
128D (j=3/2),454.1758680,660.0801125
130S (j=1/2),454.1756890,660.0803725
130P (j=1/2),454.1746795,660.0818397
130P (j=3/2),454.1746709,660.0818522
129D (j=5/2),454.1737249,660.0832270
129D (j=3/2),454.1737204,660.0832336
131S (j=1/2),454.1735463,660.0834866
131P (j=1/2),454.1725600,660.0849201
131P (j=3/2),454.1725516,660.0849324
130D (j=5/2),454.1716269,660.0862763
130D (j=3/2),454.1716224,660.0862829
132S (j=1/2),454.1714530,660.0865291
132P (j=1/2),454.1704892,660.0879298
132P (j=3/2),454.1704809,660.0879419
131D (j=5/2),454.1695768,660.0892559
131D (j=3/2),454.1695723,660.0892624
133S (j=1/2),454.1694075,660.0895020
133P (j=1/2),454.1684655,660.0908711
133P (j=3/2),454.1684573,660.0908829
132D (j=5/2),454.1675733,660.0921678
132D (j=3/2),454.1675688,660.0921744
134S (j=1/2),454.1674084,660.0924075
134P (j=1/2),454.1664875,660.0937459
134P (j=3/2),454.1664795,660.0937575
133D (j=5/2),454.1656149,660.0950142
133D (j=3/2),454.1656104,660.0950208
135S (j=1/2),454.1654543,660.0952476
135P (j=1/2),454.1645539,660.0965562
135P (j=3/2),454.1645461,660.0965677
134D (j=5/2),454.1637002,660.0977970
134D (j=3/2),454.1636958,660.0978035
136S (j=1/2),454.1635438,660.0980244
136P (j=1/2),454.1626634,660.0993040
136P (j=3/2),454.1626556,660.0993152
135D (j=5/2),454.1618281,660.1005180
135D (j=3/2),454.1618236,660.1005245
137S (j=1/2),454.1616757,660.1007395
137P (j=1/2),454.1608146,660.1019910
137P (j=3/2),454.1608070,660.1020021
136D (j=5/2),454.1599972,660.1031791
136D (j=3/2),454.1599927,660.1031856
138S (j=1/2),454.1598488,660.1033949
138P (j=1/2),454.1590064,660.1046192
138P (j=3/2),454.1589989,660.1046301
137D (j=5/2),454.1582064,660.1057821
137D (j=3/2),454.1582019,660.1057886
139S (j=1/2),454.1580617,660.1059923
139P (j=1/2),454.1572376,660.1071901
139P (j=3/2),454.1572302,660.1072008
138D (j=5/2),454.1564544,660.1083285
138D (j=3/2),454.1564499,660.1083350
140S (j=1/2),454.1563135,660.1085334
140P (j=1/2),454.1555071,660.1097054
140P (j=3/2),454.1554998,660.1097160
139D (j=5/2),454.1547402,660.1108201
139D (j=3/2),454.1547358,660.1108266
141S (j=1/2),454.1546029,660.1110197
141P (j=1/2),454.1538137,660.1121668
141P (j=3/2),454.1538065,660.1121772
140D (j=5/2),454.1530627,660.1132584
140D (j=3/2),454.1530582,660.1132648
142S (j=1/2),454.1529289,660.1134529
142P (j=1/2),454.1521563,660.1145757
142P (j=3/2),454.1521493,660.1145860
141D (j=5/2),454.1514208,660.1156448
141D (j=3/2),454.1514164,660.1156513
143S (j=1/2),454.1512904,660.1158344
143P (j=1/2),454.1505341,660.1169337
143P (j=3/2),454.1505272,660.1169438
142D (j=5/2),454.1498136,660.1179810
142D (j=3/2),454.1498092,660.1179874
144S (j=1/2),454.1496865,660.1181657
144P (j=1/2),454.1489460,660.1192421
144P (j=3/2),454.1489391,660.1192520
143D (j=5/2),454.1482400,660.1202682
143D (j=3/2),454.1482356,660.1202746
145S (j=1/2),454.1481161,660.1204483
145P (j=1/2),454.1473910,660.1215023
145P (j=3/2),454.1473842,660.1215121
144D (j=5/2),454.1466992,660.1225078
144D (j=3/2),454.1466948,660.1225142
146S (j=1/2),454.1465784,660.1226834
146P (j=1/2),454.1458682,660.1237157
146P (j=3/2),454.1458616,660.1237254
145D (j=5/2),454.1451903,660.1247011
145D (j=3/2),454.1451859,660.1247075
147S (j=1/2),454.1450725,660.1248723
147P (j=1/2),454.1443768,660.1258836
147P (j=3/2),454.1443702,660.1258931
146D (j=5/2),454.1437123,660.1268495
146D (j=3/2),454.1437079,660.1268559
148S (j=1/2),454.1435975,660.1270164
148P (j=1/2),454.1429158,660.1280072
148P (j=3/2),454.1429094,660.1280165
147D (j=5/2),454.1422644,660.1289541
147D (j=3/2),454.1422600,660.1289605
149S (j=1/2),454.1421525,660.1291168
149P (j=1/2),454.1414846,660.1300876
149P (j=3/2),454.1414782,660.1300969
148D (j=5/2),454.1408458,660.1310161
148D (j=3/2),454.1408414,660.1310225
150S (j=1/2),454.1407367,660.1311747
150P (j=1/2),454.1400822,660.1321261
150P (j=3/2),454.1400759,660.1321352
149D (j=5/2),454.1394558,660.1330366
149D (j=3/2),454.1394514,660.1330430
151S (j=1/2),454.1393494,660.1331913
151P (j=1/2),454.1387079,660.1341238
151P (j=3/2),454.1387017,660.1341328
150D (j=5/2),454.1380935,660.1350168
150D (j=3/2),454.1380892,660.1350232
152S (j=1/2),454.1379898,660.1351676
152P (j=1/2),454.1373609,660.1360817
152P (j=3/2),454.1373548,660.1360906
151D (j=5/2),454.1367583,660.1369577
151D (j=3/2),454.1367539,660.1369640
153S (j=1/2),454.1366571,660.1371048
153P (j=1/2),454.1360406,660.1380009
153P (j=3/2),454.1360346,660.1380097
